contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
NODE_A130_length_2365_cov_4.460227_BlackFly29	2365	No	NA	5	3	0	Low-quality	Genome-fragment	5.42	AAI-based (high-confidence)	0.0	1.0	
NODE_A227_length_2363_cov_6.062992_BlackFly31	2363	No	NA	5	1	0	Low-quality	Genome-fragment	4.45	HMM-based (lower-bound)	0.0	1.0	
NODE_A169_length_2357_cov_10.144737_BlackFly23	2357	No	NA	3	2	0	Low-quality	Genome-fragment	3.25	HMM-based (lower-bound)	0.0	1.0	
NODE_A207_length_2357_cov_5.238596_BlackFly3	2357	No	NA	4	4	0	Low-quality	Genome-fragment	5.41	AAI-based (medium-confidence)	0.0	1.0	
NODE_A46_length_2357_cov_9.317982_BlackFly38	2357	No	NA	7	3	0	Low-quality	Genome-fragment	48.59	AAI-based (medium-confidence)	0.0	1.0	
NODE_A52_length_2350_cov_5.399912_BlackFly10	2350	No	NA	4	2	0	Low-quality	Genome-fragment	7.47	AAI-based (medium-confidence)	0.0	1.0	
NODE_B17_length_2349_cov_1.631602_BlackFly20	2349	No	NA	4	3	0	Low-quality	Genome-fragment	1.64	HMM-based (lower-bound)	0.0	1.0	
NODE_A210_length_2348_cov_5.148833_BlackFly3	2348	No	NA	8	6	0	Low-quality	Genome-fragment	4.86	AAI-based (high-confidence)	0.0	1.0	
NODE_A174_length_2346_cov_3.475981_BlackFly12	2346	No	NA	4	0	0	Low-quality	Genome-fragment	4.5	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A83_length_2337_cov_3.257965_BlackFly30	2337	No	NA	3	3	0	Low-quality	Genome-fragment	6.7	AAI-based (high-confidence)	0.0	1.0	
NODE_A144_length_2336_cov_13.229305_BlackFly27	2336	No	NA	1	1	0	Low-quality	Genome-fragment	44.34	AAI-based (high-confidence)	0.0	1.0	
NODE_A212_length_2336_cov_18.516158_BlackFly16	2336	No	NA	2	1	0	Low-quality	Genome-fragment	44.34	AAI-based (high-confidence)	0.0	1.0	
NODE_A96_length_2335_cov_3.550930_BlackFly42	2335	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A91_length_2332_cov_3.377384_BlackFly6	2332	No	NA	4	2	0	Low-quality	Genome-fragment	1.88	HMM-based (lower-bound)	0.0	1.0	
NODE_A151_length_2331_cov_9.575865_BlackFly19	2331	No	NA	6	5	0	Low-quality	Genome-fragment	4.71	AAI-based (high-confidence)	0.0	1.0	
NODE_A171_length_2331_cov_6.049689_BlackFly23	2331	No	NA	3	2	0	Low-quality	Genome-fragment	4.77	AAI-based (medium-confidence)	0.0	1.0	
NODE_A86_length_2331_cov_9.095830_BlackFly21	2331	No	NA	2	1	0	Medium-quality	Genome-fragment	74.69	AAI-based (high-confidence)	0.0	1.0	
NODE_A172_length_2330_cov_2.850422_BlackFly23	2330	No	NA	6	3	0	Low-quality	Genome-fragment	3.93	HMM-based (lower-bound)	0.0	1.0	
NODE_A134_length_2329_cov_3.285524_BlackFly29	2329	No	NA	4	4	0	Low-quality	Genome-fragment	4.64	AAI-based (high-confidence)	0.0	1.0	
NODE_A173_length_2329_cov_5.519094_BlackFly23	2329	No	NA	2	1	0	Low-quality	Genome-fragment	1.74	HMM-based (lower-bound)	0.0	1.0	
NODE_A121_length_2323_cov_10.245325_BlackFly34	2323	No	NA	5	1	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.03	
NODE_A150_length_2323_cov_8.381567_BlackFly27	2323	No	NA	1	1	0	Low-quality	Genome-fragment	44.82	AAI-based (high-confidence)	0.0	1.0	
NODE_A152_length_2315_cov_10.033959_BlackFly27	2315	No	NA	5	1	0	Low-quality	Genome-fragment	4.42	AAI-based (high-confidence)	0.0	1.0	
NODE_A214_length_2313_cov_8.355098_BlackFly16	2313	No	NA	2	1	0	Medium-quality	Genome-fragment	74.17	AAI-based (high-confidence)	0.0	1.0	
NODE_A47_length_2313_cov_7.263417_BlackFly46	2313	No	NA	1	1	0	Low-quality	Genome-fragment	44.32	AAI-based (high-confidence)	0.0	1.0	
NODE_A55_length_2313_cov_8.802326_BlackFly9	2313	No	NA	4	2	0	Low-quality	Genome-fragment	5.08	AAI-based (medium-confidence)	0.0	1.0	
NODE_A85_length_2313_cov_4.340340_BlackFly30	2313	No	NA	4	4	0	Low-quality	Genome-fragment	4.92	AAI-based (high-confidence)	0.0	1.0	
NODE_A220_length_2312_cov_60.354362_BlackFly57	2312	No	NA	4	2	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.03	
NODE_A56_length_2305_cov_48.832136_BlackFly53	2305	No	NA	1	1	0	Low-quality	Genome-fragment	30.02	AAI-based (medium-confidence)	0.0	1.0	
NODE_A174_length_2304_cov_15.471037_BlackFly23	2304	No	NA	1	1	0	Low-quality	Genome-fragment	43.76	AAI-based (high-confidence)	0.0	1.0	
NODE_A190_length_2304_cov_6.419847_BlackFly43	2304	No	NA	4	3	0	Low-quality	Genome-fragment	1.89	HMM-based (lower-bound)	0.0	1.0	
NODE_A338_length_2304_cov_6.898967_BlackFly49	2304	No	NA	2	2	0	Low-quality	Genome-fragment	4.14	AAI-based (high-confidence)	0.0	1.0	
NODE_A56_length_2304_cov_5.176471_BlackFly9	2304	No	NA	4	4	0	Low-quality	Genome-fragment	5.21	AAI-based (high-confidence)	0.0	1.0	
NODE_A124_length_2302_cov_39.191461_BlackFly34	2302	No	NA	1	1	0	Low-quality	Genome-fragment	29.3	AAI-based (medium-confidence)	0.0	1.0	
NODE_A90_length_2301_cov_4.306205_BlackFly30	2301	No	NA	5	2	0	Low-quality	Genome-fragment	5.3	AAI-based (high-confidence)	0.0	1.0	
NODE_A122_length_2290_cov_9.962494_BlackFly52	2290	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A235_length_2290_cov_8.639404_BlackFly31	2290	No	NA	3	3	0	Low-quality	Genome-fragment	5.0	AAI-based (medium-confidence)	0.0	1.0	
NODE_A127_length_2287_cov_9.252941_BlackFly34	2287	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
NODE_A124_length_2285_cov_1.691123_BlackFly52	2285	No	NA	4	1	0	Low-quality	Genome-fragment	4.3	AAI-based (high-confidence)	0.0	1.0	
NODE_A157_length_2284_cov_63.753965_BlackFly27	2284	No	NA	5	4	0	Low-quality	Genome-fragment	6.74	AAI-based (high-confidence)	0.0	1.0	
NODE_A50_length_2284_cov_9.218396_BlackFly46	2284	No	NA	4	3	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.03	
NODE_A217_length_2283_cov_3.941976_BlackFly16	2283	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A58_length_2276_cov_73.014097_BlackFly53	2276	No	NA	4	3	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.03	
NODE_A220_length_2273_cov_5.375683_BlackFly16	2273	No	NA	4	3	0	Low-quality	Genome-fragment	4.7	AAI-based (high-confidence)	0.0	1.0	
NODE_A139_length_2270_cov_3.297310_BlackFly36	2270	No	NA	5	1	0	Low-quality	Genome-fragment	3.78	HMM-based (lower-bound)	0.0	1.0	
NODE_A224_length_2269_cov_3.553376_BlackFly3	2269	No	NA	4	4	0	Low-quality	Genome-fragment	3.67	HMM-based (lower-bound)	0.0	1.0	
NODE_A108_length_2264_cov_6.725194_BlackFly59	2264	No	NA	4	3	0	Low-quality	Genome-fragment	3.89	AAI-based (medium-confidence)	0.0	1.0	
NODE_A38_length_2263_cov_13.196249_BlackFly25	2263	No	NA	1	1	0	Low-quality	Genome-fragment	21.64	AAI-based (high-confidence)	0.0	1.0	
NODE_A222_length_2259_cov_8.091659_BlackFly16	2259	No	NA	3	3	0	Low-quality	Genome-fragment	5.22	AAI-based (medium-confidence)	0.0	1.0	
NODE_A230_length_2257_cov_4.237156_BlackFly28	2257	No	NA	7	6	0	Low-quality	Genome-fragment	5.33	AAI-based (medium-confidence)	0.0	1.0	
NODE_A227_length_2255_cov_3.199725_BlackFly3	2255	No	NA	6	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
NODE_A4_length_2253_cov_23.235754_BlackFly_NC_Jara_2	2253	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A100_length_2250_cov_7.735849_BlackFly48	2250	No	NA	5	3	0	Low-quality	Genome-fragment	3.8	AAI-based (high-confidence)	0.0	1.0	
NODE_A348_length_2249_cov_5.773020_BlackFly49	2249	No	NA	4	4	0	Low-quality	Genome-fragment	4.67	AAI-based (high-confidence)	0.0	1.0	
NODE_A143_length_2240_cov_3.843273_BlackFly29	2240	No	NA	4	3	0	Low-quality	Genome-fragment	4.26	HMM-based (lower-bound)	0.0	1.0	
NODE_A142_length_2238_cov_49.211939_BlackFly36	2238	No	NA	1	1	0	Low-quality	Genome-fragment	42.88	AAI-based (high-confidence)	0.0	1.0	
NODE_A226_length_2236_cov_6.048634_BlackFly16	2236	No	NA	2	2	0	Low-quality	Genome-fragment	4.98	AAI-based (high-confidence)	0.0	1.0	
NODE_A86_length_2235_cov_11.887396_BlackFly39	2235	No	NA	1	1	0	Low-quality	Genome-fragment	47.71	AAI-based (high-confidence)	0.0	1.0	
NODE_A104_length_2234_cov_4.503941_BlackFly42	2234	No	NA	4	3	0	Low-quality	Genome-fragment	3.27	HMM-based (lower-bound)	0.0	1.0	
NODE_A77_length_2233_cov_5.254638_BlackFly44	2233	No	NA	4	4	0	Low-quality	Genome-fragment	5.81	AAI-based (high-confidence)	0.0	1.0	
NODE_A100_length_2230_cov_5.299582_BlackFly21	2230	No	NA	2	1	0	Low-quality	Genome-fragment	4.7	HMM-based (lower-bound)	0.0	1.0	
NODE_A87_length_2230_cov_4.834185_BlackFly39	2230	No	NA	2	1	0	Low-quality	Genome-fragment	6.79	AAI-based (high-confidence)	0.0	1.0	
NODE_A159_length_2228_cov_5.484426_BlackFly19	2228	No	NA	3	2	0	Low-quality	Genome-fragment	4.02	HMM-based (lower-bound)	0.0	1.0	
NODE_A237_length_2224_cov_5.493712_BlackFly3	2224	No	NA	8	2	0	Low-quality	Genome-fragment	4.34	AAI-based (medium-confidence)	0.0	1.0	
NODE_A105_length_2223_cov_4.219012_BlackFly42	2223	No	NA	2	2	0	Low-quality	Genome-fragment	42.21	AAI-based (high-confidence)	0.0	1.0	
NODE_A101_length_2221_cov_12.763060_BlackFly6	2221	No	NA	1	1	0	Low-quality	Genome-fragment	28.09	AAI-based (medium-confidence)	0.0	1.0	
NODE_A136_length_2220_cov_21.396640_BlackFly14	2220	No	NA	1	1	0	Low-quality	Genome-fragment	42.14	AAI-based (high-confidence)	0.0	1.0	
NODE_A102_length_2219_cov_8.893557_BlackFly21	2219	No	NA	3	1	0	Medium-quality	Genome-fragment	71.26	AAI-based (high-confidence)	0.0	1.0	
NODE_A110_length_2218_cov_2.141056_BlackFly59	2218	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A238_length_2217_cov_2.854673_BlackFly3	2217	No	NA	3	3	0	Low-quality	Genome-fragment	3.72	AAI-based (high-confidence)	0.0	1.0	
NODE_A239_length_2216_cov_7.970547_BlackFly3	2216	No	NA	2	1	0	Low-quality	Genome-fragment	5.0	AAI-based (medium-confidence)	0.0	1.0	
NODE_A97_length_2211_cov_7.898313_BlackFly30	2211	No	NA	5	5	0	Low-quality	Genome-fragment	4.77	AAI-based (high-confidence)	0.0	1.0	
NODE_A241_length_2210_cov_4.000469_BlackFly28	2210	No	NA	4	2	0	Low-quality	Genome-fragment	5.23	AAI-based (high-confidence)	0.0	1.0	
NODE_A80_length_2210_cov_29.352555_BlackFly20	2210	No	NA	3	2	0	Low-quality	Genome-fragment	4.66	AAI-based (medium-confidence)	0.0	1.0	
NODE_A56_length_2209_cov_5.166041_BlackFly38	2209	No	NA	2	2	0	Medium-quality	Genome-fragment	77.98	AAI-based (high-confidence)	0.0	1.0	
NODE_A48_length_2205_cov_13.185150_BlackFly58	2205	No	NA	1	1	0	Low-quality	Genome-fragment	47.07	AAI-based (high-confidence)	0.0	1.0	
NODE_A65_length_2205_cov_5.414944_BlackFly53	2205	No	NA	1	1	0	Low-quality	Genome-fragment	24.21	HMM-based (lower-bound)	0.0	1.0	
NODE_A112_length_2202_cov_3.503059_BlackFly59	2202	No	NA	1	1	0	Low-quality	Genome-fragment	24.19	AAI-based (medium-confidence)	0.0	1.0	
NODE_A161_length_2201_cov_5.603578_BlackFly19	2201	No	NA	3	1	0	Low-quality	Genome-fragment	3.39	HMM-based (lower-bound)	0.0	1.0	
NODE_A166_length_2200_cov_10.385304_BlackFly27	2200	No	NA	7	2	0	Low-quality	Genome-fragment	2.72	HMM-based (lower-bound)	0.0	1.0	
NODE_A182_length_2200_cov_5.427697_BlackFly23	2200	No	NA	5	2	0	Low-quality	Genome-fragment	4.23	AAI-based (medium-confidence)	0.0	1.0	
NODE_A104_length_2199_cov_4.387842_BlackFly6	2199	No	NA	2	2	0	Low-quality	Genome-fragment	5.8	AAI-based (high-confidence)	0.0	1.0	
NODE_A53_length_2197_cov_13.923113_BlackFly46	2197	No	NA	1	1	0	Low-quality	Genome-fragment	41.96	AAI-based (high-confidence)	0.0	1.0	
NODE_A156_length_2196_cov_1.583766_BlackFly15	2196	No	NA	4	3	0	Low-quality	Genome-fragment	4.44	HMM-based (lower-bound)	0.0	1.0	
NODE_A243_length_2196_cov_2.626711_BlackFly28	2196	No	NA	6	5	0	Low-quality	Genome-fragment	5.45	AAI-based (high-confidence)	0.0	1.0	
NODE_A250_length_2195_cov_17.561379_BlackFly31	2195	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A198_length_2194_cov_3.973547_BlackFly43	2194	No	NA	5	1	0	Low-quality	Genome-fragment	5.07	AAI-based (medium-confidence)	0.0	1.0	
NODE_A245_length_2192_cov_6.445863_BlackFly3	2192	No	NA	3	2	0	Low-quality	Genome-fragment	4.92	AAI-based (medium-confidence)	0.0	1.0	
NODE_A230_length_2190_cov_4.609087_BlackFly16	2190	No	NA	1	1	0	Low-quality	Genome-fragment	1.95	HMM-based (lower-bound)	0.0	1.0	
NODE_A186_length_2186_cov_22.609768_BlackFly23	2186	No	NA	5	2	0	Low-quality	Genome-fragment	5.42	AAI-based (high-confidence)	0.0	1.0	
NODE_A103_length_2185_cov_22.293643_BlackFly21	2185	No	NA	1	0	0	Low-quality	Genome-fragment	25.58	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A145_length_2184_cov_73.755577_BlackFly29	2184	No	NA	1	1	0	Low-quality	Genome-fragment	27.67	AAI-based (medium-confidence)	0.0	1.0	
NODE_A67_length_2183_cov_4.768756_BlackFly53	2183	No	NA	7	4	0	Low-quality	Genome-fragment	5.02	AAI-based (medium-confidence)	0.0	1.0	
NODE_A59_length_2181_cov_11.094582_BlackFly38	2181	No	NA	1	1	0	Low-quality	Genome-fragment	23.95	HMM-based (lower-bound)	0.0	1.0	
NODE_A131_length_2180_cov_6.003804_BlackFly52	2180	No	NA	2	2	0	Low-quality	Genome-fragment	4.25	AAI-based (high-confidence)	0.0	1.0	
NODE_A162_length_2180_cov_5.914883_BlackFly19	2180	No	NA	3	3	0	Low-quality	Genome-fragment	4.17	AAI-based (medium-confidence)	0.0	1.0	
NODE_A163_length_2175_cov_5.439466_BlackFly19	2175	No	NA	4	3	0	Low-quality	Genome-fragment	3.75	HMM-based (lower-bound)	0.0	1.0	
NODE_A252_length_2173_cov_4.513836_BlackFly3	2173	No	NA	3	1	0	Low-quality	Genome-fragment	4.38	AAI-based (medium-confidence)	0.0	1.0	
NODE_A255_length_2173_cov_7.983779_BlackFly31	2173	No	NA	5	3	0	Low-quality	Genome-fragment	5.05	AAI-based (high-confidence)	0.0	1.0	
NODE_A257_length_2172_cov_8.507876_BlackFly31	2172	No	NA	1	1	0	Low-quality	Genome-fragment	23.85	HMM-based (lower-bound)	0.0	1.0	
NODE_A147_length_2169_cov_11.975143_BlackFly29	2169	No	NA	3	2	0	Low-quality	Genome-fragment	4.6	AAI-based (medium-confidence)	0.0	1.0	
NODE_A258_length_2169_cov_4.967973_BlackFly31	2169	No	NA	5	1	0	Low-quality	Genome-fragment	4.86	AAI-based (high-confidence)	0.0	1.0	
NODE_A71_length_2168_cov_3.960784_BlackFly4	2168	No	NA	4	2	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
NODE_A246_length_2167_cov_4.629187_BlackFly28	2167	No	NA	3	2	0	Low-quality	Genome-fragment	2.78	AAI-based (high-confidence)	0.0	1.03	
NODE_A255_length_2165_cov_14.863506_BlackFly3	2165	No	NA	4	1	0	Low-quality	Genome-fragment	4.34	HMM-based (lower-bound)	0.0	1.0	
NODE_A232_length_2164_cov_4.531385_BlackFly16	2164	No	NA	4	2	0	Low-quality	Genome-fragment	5.12	AAI-based (high-confidence)	0.0	1.0	
NODE_A108_length_2161_cov_4.686660_BlackFly48	2161	No	NA	3	3	0	Low-quality	Genome-fragment	4.59	HMM-based (lower-bound)	0.0	1.0	
NODE_B107_length_2161_cov_6.596449_BlackFly28	2161	No	NA	3	3	0	Low-quality	Genome-fragment	1.41	HMM-based (lower-bound)	0.0	1.0	
NODE_A74_length_2156_cov_2.699375_BlackFly4	2156	No	NA	3	2	0	Low-quality	Genome-fragment	6.18	AAI-based (medium-confidence)	0.0	1.0	
NODE_A110_length_2150_cov_63.313073_BlackFly42	2150	No	NA	1	1	0	Medium-quality	Genome-fragment	51.07	AAI-based (medium-confidence)	0.0	1.0	
NODE_A178_length_2149_cov_5.628378_BlackFly27	2149	No	NA	5	2	0	Low-quality	Genome-fragment	2.3	HMM-based (lower-bound)	0.0	1.0	
NODE_A35_length_2149_cov_12.479730_BlackFly_NC_2_Jill	2149	No	NA	4	2	0	Low-quality	Genome-fragment	5.05	AAI-based (medium-confidence)	0.0	1.0	
NODE_A73_length_2147_cov_7.260870_BlackFly35	2147	No	NA	2	1	0	Medium-quality	Genome-fragment	68.8	AAI-based (high-confidence)	0.0	1.0	
NODE_A146_length_2144_cov_5.961780_BlackFly32	2144	No	NA	4	2	0	Low-quality	Genome-fragment	1.97	HMM-based (lower-bound)	0.0	1.0	
NODE_A179_length_2144_cov_10.654088_BlackFly27	2144	No	NA	2	2	0	Low-quality	Genome-fragment	5.23	AAI-based (high-confidence)	0.0	1.0	
NODE_A253_length_2143_cov_3.659245_BlackFly28	2143	No	NA	3	2	0	Low-quality	Genome-fragment	4.81	AAI-based (high-confidence)	0.0	1.0	
NODE_A119_length_2140_cov_10.614639_BlackFly59	2140	No	NA	2	1	0	Low-quality	Genome-fragment	1.2	HMM-based (lower-bound)	0.0	1.0	
NODE_A197_length_2140_cov_13.999515_BlackFly23	2140	No	NA	1	1	0	Low-quality	Genome-fragment	27.18	AAI-based (medium-confidence)	0.0	1.0	
NODE_A162_length_2139_cov_6.892338_BlackFly14	2139	No	NA	4	1	0	Low-quality	Genome-fragment	6.07	AAI-based (medium-confidence)	0.0	1.0	
NODE_A163_length_2139_cov_6.067410_BlackFly15	2139	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A105_length_2138_cov_8.091218_BlackFly30	2138	No	NA	1	1	0	Low-quality	Genome-fragment	20.45	AAI-based (high-confidence)	0.0	1.0	
NODE_A265_length_2135_cov_8.629738_BlackFly31	2135	No	NA	3	2	0	Low-quality	Genome-fragment	5.14	AAI-based (medium-confidence)	0.0	1.0	
NODE_A150_length_2134_cov_5.539621_BlackFly29	2134	No	NA	5	1	0	Low-quality	Genome-fragment	1.16	HMM-based (lower-bound)	0.0	1.0	
NODE_A21_length_2134_cov_5.956733_BlackFly41	2134	No	NA	4	2	0	Low-quality	Genome-fragment	3.28	HMM-based (lower-bound)	0.0	1.0	
NODE_A61_length_2134_cov_5.028683_BlackFly38	2134	No	NA	5	3	0	Low-quality	Genome-fragment	2.26	HMM-based (lower-bound)	0.0	1.0	
NODE_A165_length_2133_cov_3.622082_BlackFly15	2133	No	NA	4	4	0	Low-quality	Genome-fragment	4.61	AAI-based (medium-confidence)	0.0	1.0	
NODE_A239_length_2129_cov_3.135965_BlackFly16	2129	No	NA	3	3	0	Low-quality	Genome-fragment	4.4	AAI-based (high-confidence)	0.0	1.0	
NODE_A149_length_2128_cov_6.086787_BlackFly32	2128	No	NA	2	2	0	Low-quality	Genome-fragment	5.03	AAI-based (high-confidence)	0.0	1.0	
NODE_A163_length_2128_cov_31.825451_BlackFly14	2128	No	NA	1	1	0	Low-quality	Genome-fragment	40.42	AAI-based (high-confidence)	0.0	1.0	
NODE_A23_length_2126_cov_17.497804_BlackFly41	2126	No	NA	3	2	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.03	
NODE_A240_length_2124_cov_12.086957_BlackFly16	2124	No	NA	4	3	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.03	
NODE_A76_length_2122_cov_4.769682_BlackFly4	2122	No	NA	4	2	0	Low-quality	Genome-fragment	4.9	AAI-based (high-confidence)	0.0	1.0	
NODE_A111_length_2119_cov_3.785504_BlackFly48	2119	No	NA	1	1	0	Low-quality	Genome-fragment	40.6	AAI-based (high-confidence)	0.0	1.0	
NODE_A236_length_2117_cov_5.646078_BlackFly57	2117	No	NA	4	1	0	Low-quality	Genome-fragment	4.04	AAI-based (high-confidence)	0.0	1.0	
NODE_A110_length_2112_cov_5.173956_BlackFly21	2112	No	NA	4	2	0	Low-quality	Genome-fragment	4.79	AAI-based (medium-confidence)	0.0	1.0	
NODE_A162_length_2112_cov_4.937101_BlackFly36	2112	No	NA	1	1	0	Low-quality	Genome-fragment	3.19	AAI-based (high-confidence)	0.0	1.0	
NODE_A123_length_2110_cov_7.516478_BlackFly59	2110	No	NA	6	3	0	Low-quality	Genome-fragment	4.75	AAI-based (medium-confidence)	0.0	1.0	
NODE_A107_length_2109_cov_2.984252_BlackFly30	2109	No	NA	5	2	0	Low-quality	Genome-fragment	5.99	AAI-based (high-confidence)	0.0	1.0	
NODE_A1_length_2108_cov_10.651403_BlackFly_NC_Ludovica_2	2108	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A237_length_2103_cov_50.560711_BlackFly57	2103	No	NA	1	1	0	Medium-quality	Genome-fragment	53.11	AAI-based (high-confidence)	0.0	1.0	
NODE_A241_length_2103_cov_18.388944_BlackFly16	2103	No	NA	4	2	0	Low-quality	Genome-fragment	2.7	AAI-based (high-confidence)	0.0	1.02	
NODE_A44_length_2103_cov_9.482231_BlackFly25	2103	No	NA	4	3	0	Low-quality	Genome-fragment	4.46	AAI-based (medium-confidence)	0.0	1.0	
NODE_A22_length_2102_cov_19.446914_BlackFly13	2102	No	NA	2	2	0	Low-quality	Genome-fragment	5.26	AAI-based (high-confidence)	0.0	1.0	
NODE_A207_length_2101_cov_4.220850_BlackFly12	2101	No	NA	5	1	0	Low-quality	Genome-fragment	1.14	HMM-based (lower-bound)	0.0	1.0	
NODE_A276_length_2099_cov_5.528684_BlackFly31	2099	No	NA	2	1	0	Low-quality	Genome-fragment	4.09	AAI-based (high-confidence)	0.0	1.0	
NODE_A168_length_2098_cov_4.893617_BlackFly19	2098	No	NA	7	2	0	Low-quality	Genome-fragment	4.86	HMM-based (lower-bound)	0.0	1.0	
NODE_A274_length_2098_cov_2.617516_BlackFly3	2098	No	NA	3	1	0	Low-quality	Genome-fragment	5.87	AAI-based (high-confidence)	0.0	1.0	
NODE_A33_length_2098_cov_7.937160_BlackFly11	2098	No	NA	7	1	0	Low-quality	Genome-fragment	4.69	AAI-based (medium-confidence)	0.0	1.0	
NODE_A112_length_2097_cov_2.381188_BlackFly6	2097	No	NA	2	1	0	Low-quality	Genome-fragment	1.92	HMM-based (lower-bound)	0.0	1.0	
NODE_A244_length_2097_cov_5.090594_BlackFly16	2097	No	NA	6	2	0	Low-quality	Genome-fragment	4.73	AAI-based (high-confidence)	0.0	1.0	
NODE_A169_length_2094_cov_6.306891_BlackFly19	2094	No	NA	7	1	0	Low-quality	Genome-fragment	4.14	AAI-based (medium-confidence)	0.0	1.0	
NODE_A66_length_2089_cov_4.051690_BlackFly38	2089	No	NA	2	2	0	Low-quality	Genome-fragment	4.45	AAI-based (medium-confidence)	0.0	1.0	
NODE_A75_length_2088_cov_7.258081_BlackFly35	2088	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A46_length_2087_cov_10.153234_BlackFly25	2087	No	NA	2	1	0	Medium-quality	Genome-fragment	50.15	HMM-based (lower-bound)	0.0	1.03	low-confidence DTR
NODE_A86_length_2086_cov_3.738676_BlackFly20	2086	No	NA	3	1	0	Low-quality	Genome-fragment	4.7	AAI-based (medium-confidence)	0.0	1.0	
NODE_A215_length_2085_cov_2.916335_BlackFly43	2085	No	NA	3	1	0	Low-quality	Genome-fragment	3.12	HMM-based (lower-bound)	0.0	1.0	
NODE_A154_length_2084_cov_7.640757_BlackFly29	2084	No	NA	2	1	0	Low-quality	Genome-fragment	4.28	AAI-based (medium-confidence)	0.0	1.0	
NODE_A280_length_2083_cov_7.048355_BlackFly3	2083	No	NA	3	1	0	Low-quality	Genome-fragment	4.55	AAI-based (medium-confidence)	0.0	1.0	
NODE_A138_length_2079_cov_4.284216_BlackFly52	2079	No	NA	3	3	0	Low-quality	Genome-fragment	5.39	AAI-based (high-confidence)	0.0	1.0	
NODE_A220_length_2079_cov_7.643856_BlackFly23	2079	No	NA	1	1	0	Low-quality	Genome-fragment	1.85	HMM-based (lower-bound)	0.0	1.0	
NODE_A221_length_2078_cov_4.236882_BlackFly23	2078	No	NA	1	1	0	Low-quality	Genome-fragment	43.94	AAI-based (medium-confidence)	0.0	1.0	
NODE_A169_length_2074_cov_4.997997_BlackFly15	2074	No	NA	5	1	0	Low-quality	Genome-fragment	2.95	HMM-based (lower-bound)	0.0	1.0	
NODE_A283_length_2071_cov_13.068205_BlackFly31	2071	No	NA	4	4	0	Low-quality	Genome-fragment	4.61	AAI-based (medium-confidence)	0.0	1.0	
NODE_A192_length_2070_cov_3.951330_BlackFly34	2070	No	NA	1	1	0	Low-quality	Genome-fragment	22.73	HMM-based (lower-bound)	0.0	1.0	
NODE_A169_length_2066_cov_35.407240_BlackFly36	2066	No	NA	1	1	0	Medium-quality	Genome-fragment	52.03	AAI-based (high-confidence)	0.0	1.0	
NODE_A194_length_2066_cov_10.168929_BlackFly34	2066	No	NA	2	2	0	Low-quality	Genome-fragment	17.95	AAI-based (high-confidence)	0.0	1.0	
NODE_A113_length_2065_cov_3.818913_BlackFly30	2065	No	NA	7	2	0	Low-quality	Genome-fragment	1.66	HMM-based (lower-bound)	0.0	1.0	
