	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A3244_length_518_cov_1.356009_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A324_length_1056_cov_3.381001_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A324_length_1365_cov_13.568323_BlackFly45	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A324_length_1713_cov_6.758557_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A324_length_984_cov_7.006615_BlackFly44	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A32511_length_697_cov_4.238710_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Vibrio phage vB_VhaM_VH-8
NODE_A32587_length_557_cov_2.710417_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A325_length_1098_cov_3.765916_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A325_length_1291_cov_4.091433_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Hanko totivirus 1
NODE_A32686_length_557_cov_1.243750_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A326_length_1954_cov_22.947256_BlackFly3	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A3276_length_690_cov_3.781403_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Petsuvirus pEtSU
NODE_A3277_length_641_cov_8.819149_BlackFly_NC_Ludovica_1	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A327_length_1130_cov_3.701804_BlackFly42	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 2
NODE_A327_length_1509_cov_10.176676_BlackFly36	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	unclassified
NODE_A327_length_1683_cov_7.252802_BlackFly12	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A32806_length_556_cov_2.578288_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A3283_length_891_cov_4.947174_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	Drexlerviridae	Sauletekiovirus	Sauletekiovirus AAS23
NODE_A3287_length_507_cov_2.339535_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 8
NODE_A329_length_1003_cov_2.530238_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Trinavirus	Rhodococcus phage NiceHouse
NODE_A329_length_1668_cov_6.010685_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A329_length_925_cov_5.246462_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A32_length_2975_cov_8.824017_BlackFly38	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A32_length_3224_cov_8.793454_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A32_length_3632_cov_776.189592_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A32_length_3685_cov_28.031042_BlackFly21	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Fusarium concentricum hypovirus 1
NODE_A32_length_3730_cov_489.809472_BlackFly14	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A32_length_4549_cov_69.222048_BlackFly9	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Poaceae Liege totivirus 13
NODE_A32_length_5270_cov_11.183131_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A32_length_5596_cov_14.424715_BlackFly30	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A32_length_6283_cov_75.995811_BlackFly27	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	unclassified	Zhangzhou tick virus 1
NODE_A32_length_6559_cov_78.586856_BlackFly36	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A3308_length_1002_cov_4.676757_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A330_length_1321_cov_2.622990_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A330_length_973_cov_1.960938_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage Phabio
NODE_A3313_length_584_cov_11.846154_BlackFly_NC_Jara_1	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Rhizobium phage RHph_I4
NODE_A33147_length_549_cov_2.849576_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A3316_length_684_cov_2.052718_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A331_length_1056_cov_1.981614_BlackFly22	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A331_length_808_cov_1.522572_BlackFly4	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A33203_length_554_cov_1.809224_BlackFly27	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	unclassified	Vespa velutina associated ifla-like virus
NODE_A3324_length_515_cov_1.527397_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Limelightvirus	Limelightvirus limelight
NODE_A332_length_1081_cov_2.972112_BlackFly7	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	Microviridae sp.
NODE_A332_length_1247_cov_3.415385_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A332_length_1651_cov_4.120712_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A332_length_1722_cov_4.068693_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus macrophominae
NODE_A332_length_757_cov_2.419118_BlackFly20	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A332_length_807_cov_2.501370_BlackFly4	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A332_length_970_cov_1.996641_BlackFly5	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	unclassified
NODE_A3330_length_515_cov_1.253425_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A33374_length_540_cov_3.336933_BlackFly39	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partiti-like 2
NODE_A3337_length_578_cov_3.047904_BlackFly10	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A333_length_1268_cov_4.050378_BlackFly15	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Setosphaeria turcica hypovirus 1
NODE_A33418_length_504_cov_3.538642_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3341_length_1220_cov_1.810149_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A3341_length_999_cov_221.242950_BlackFly3	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A33484_length_503_cov_2.035211_BlackFly45	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A334_length_1079_cov_34.241517_BlackFly21	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A334_length_1944_cov_15.004285_BlackFly3	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A33530_length_504_cov_1.346604_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A335_length_1638_cov_4.574632_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A336_length_809_cov_31.393443_BlackFly_NC_Jara_2	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Goukovirus	Gouleako goukovirus
NODE_A3374_length_609_cov_2.255639_BlackFly16	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	unclassified	unclassified	Cercospora beticola negative-stranded virus 2
NODE_A33754_length_550_cov_11.921776_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A337_length_1311_cov_6.997569_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A33804_length_545_cov_1.623932_BlackFly14	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Hubei diptera virus 20
NODE_A3389_length_582_cov_3.063366_BlackFly_NC_Jara_1	Viruses	Cressdnaviricota	unclassified	unclassified	unclassified	unclassified	CRESS virus sp.
NODE_A338_length_1004_cov_3.580367_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A338_length_1142_cov_11.385915_BlackFly38	Viruses	unclassified	unclassified	unclassified	Anelloviridae	unclassified	Torque teno virus
NODE_A338_length_989_cov_5.560307_BlackFly30	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	Xiangshan picorna-like virus 5
NODE_A33900_length_688_cov_3.247136_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3394_length_639_cov_20.759786_BlackFly_NC_1_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage pPa_SNUABM_DT01
NODE_A33_length_2098_cov_7.937160_BlackFly11	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A33_length_2244_cov_9.735118_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A33_length_2313_cov_7.905635_BlackFly25	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus cryphonectriae
NODE_A33_length_4011_cov_5.400864_BlackFly39	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	unclassified	unclassified	Leptosphaerulina chartarum flexivirus 1
NODE_A33_length_4263_cov_30.065934_BlackFly20	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A33_length_5023_cov_14.758795_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A34083_length_543_cov_2.358369_BlackFly14	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A34092_length_549_cov_1.211864_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3409_length_512_cov_1.154023_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A340_length_1500_cov_2.663387_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Petsuvirus pEtSU
NODE_A34118_length_686_cov_4.929392_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	unclassified	Acinetobacter phage Ac42
NODE_A341_length_797_cov_2.202778_BlackFly4	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 18
NODE_A34209_length_686_cov_2.183908_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A3422_length_574_cov_1.752515_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A3427_length_607_cov_1.526415_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A3428_length_556_cov_5.087683_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A34291_length_685_cov_4.125000_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus insecti
NODE_A34302_length_685_cov_3.776316_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Apis mellifera filamentous virus
NODE_A34307_length_547_cov_4.655319_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A3431_length_626_cov_3.938069_BlackFly32	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A3435_length_993_cov_6.177948_BlackFly3	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A3437_length_522_cov_6.000000_BlackFly_NC_3_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage pPa_SNUABM_DT01
NODE_A3438_length_1014_cov_3.044824_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A343_length_1236_cov_3.320104_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A343_length_1488_cov_4.611623_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A344_length_1607_cov_6.780392_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A344_length_795_cov_13.360724_BlackFly4	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A345_length_1031_cov_4.703354_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Limelightvirus	Limelightvirus limelight
NODE_A345_length_1091_cov_2.003945_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A345_length_1212_cov_1.242291_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A345_length_1781_cov_4.444249_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A345_length_1870_cov_11.868377_BlackFly31	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	unclassified	Oidiodendron maius splipalmivirus 1
NODE_A3461_length_991_cov_6.257112_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3464_length_633_cov_8.345324_BlackFly_NC_Ludovica_1	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Xanthomonas phage vB_XciM_LucasX
NODE_A3466_length_882_cov_1.970186_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	Schitoviridae	Yonginvirus	Yonginvirus EaP8
NODE_A3467_length_804_cov_1.935351_BlackFly36	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A3468_length_988_cov_3.094402_BlackFly23	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A3469_length_991_cov_3.107221_BlackFly3	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A346_length_1086_cov_3.444995_BlackFly42	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A346_length_945_cov_4.056452_BlackFly24	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Penicillium miczynskii RNA virus 1
NODE_A3476_length_604_cov_4.631879_BlackFly16	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 9
NODE_A3477_length_683_cov_1.693069_BlackFly57	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A3478_length_605_cov_3.706439_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A347_length_1746_cov_1.957460_BlackFly28	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A3483_length_714_cov_5.043956_BlackFly47	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	unclassified	unclassified	Cercospora beticola negative-stranded virus 1
NODE_A3484_length_881_cov_2.957711_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	Schitoviridae	Yonginvirus	Yonginvirus EaP8
NODE_A34881_length_507_cov_6.258140_BlackFly8	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A348_length_1140_cov_1.503293_BlackFly6	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus PaGFV-1
NODE_A348_length_2249_cov_5.773020_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Myoviridae environmental samples
NODE_A34921_length_544_cov_2.087794_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A349_length_1131_cov_3.372865_BlackFly38	Viruses	unclassified	unclassified	unclassified	Anelloviridae	Betatorquevirus	TTV-like mini virus
NODE_A349_length_1586_cov_5.397614_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A349_length_1848_cov_5.118577_BlackFly31	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	unclassified	Erysiphe necator associated virga-like virus 14
NODE_A34_length_1948_cov_7.979156_BlackFly47	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A34_length_2086_cov_4.545545_BlackFly11	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	unclassified
