	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A34_length_2658_cov_107.881441_BlackFly7	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 2-BCI8
NODE_A34_length_2700_cov_11.569577_BlackFly58	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A34_length_3129_cov_15.902031_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A34_length_3556_cov_80.237999_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori
NODE_A34_length_4223_cov_5.430777_BlackFly5	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A34_length_4619_cov_4.920960_BlackFly4	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A34_length_5156_cov_38.068124_BlackFly30	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A34_length_6035_cov_14.203256_BlackFly29	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	unclassified	Xinjiang mymona-like virus 2
NODE_A34_length_6125_cov_108.577381_BlackFly36	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Plasmopamonavirus	Plasmopamonavirus plasmoparae
NODE_A34_length_6165_cov_30.489488_BlackFly15	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus etaplasmoparae
NODE_A350_length_1291_cov_2.552718_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A351_length_1767_cov_24.762130_BlackFly23	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A354_length_1191_cov_18.644524_BlackFly52	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus fumigatus partitivirus 1
NODE_A357_length_1021_cov_1.474576_BlackFly53	Viruses	Cressdnaviricota	unclassified	unclassified	unclassified	unclassified	CRESS virus sp.
NODE_A357_length_1729_cov_7.099274_BlackFly28	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A358_length_1033_cov_11.336820_BlackFly_NC_1_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Podoviridae sp. ctlpi2
NODE_A358_length_1829_cov_5.170091_BlackFly31	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A35_length_1916_cov_8.128874_BlackFly47	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A35_length_2012_cov_47.197933_BlackFly11	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A35_length_2188_cov_8.954050_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A35_length_2298_cov_4.812697_BlackFly25	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus verticillii
NODE_A35_length_2690_cov_30.553387_BlackFly58	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A35_length_3126_cov_4.749754_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	unclassified
NODE_A35_length_3263_cov_6.937225_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A35_length_3548_cov_6.072313_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A35_length_3856_cov_68.201905_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A35_length_3989_cov_358.219836_BlackFly42	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae mymonavirus 1
NODE_A35_length_4147_cov_13.336609_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A35_length_4165_cov_12.240949_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A35_length_4964_cov_15.981175_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Podoviridae sp. ctdb7
NODE_A35_length_5504_cov_10.724157_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	Drexlerviridae	Sertoctavirus	unclassified
NODE_A35_length_5681_cov_10.760528_BlackFly12	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A35_length_6036_cov_12.664541_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A35_length_7262_cov_19.441336_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A362_length_1819_cov_5.952928_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A363_length_1539_cov_2.437073_BlackFly16	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	unclassified	Plant associated virga-like virus 1
NODE_A363_length_1640_cov_2.946897_BlackFly39	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A363_length_1745_cov_65.034772_BlackFly23	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1
NODE_A3648_length_1001_cov_4.664502_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A364_length_1004_cov_4.487594_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Ustilaginoidea virens mycovirus
NODE_A364_length_1538_cov_21.818617_BlackFly16	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A366_length_1057_cov_4.629592_BlackFly42	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 7
NODE_A366_length_1115_cov_2.669557_BlackFly18	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aedes aegypti To virus 1
NODE_A366_length_1197_cov_5.194643_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A368_length_1538_cov_4.238193_BlackFly12	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Tonghua Totiv tick virus 1
NODE_A36_length_2676_cov_4.632936_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A36_length_3123_cov_27.518385_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A36_length_3533_cov_13.183160_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A36_length_3799_cov_98.511822_BlackFly44	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus aspergilli
NODE_A36_length_3843_cov_15.658258_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A36_length_4096_cov_51.369744_BlackFly32	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A36_length_4202_cov_5.595636_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage PhiPA3
NODE_A36_length_5963_cov_93.380904_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A36_length_7122_cov_27.061746_BlackFly3	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	Picornavirales sp.
NODE_A370_length_1514_cov_12.560891_BlackFly16	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A370_length_1789_cov_20.364486_BlackFly14	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A371_length_1633_cov_134.978149_BlackFly39	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A371_length_1789_cov_8.683411_BlackFly14	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Uromyces virus A
NODE_A372_length_1147_cov_9.446729_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A3735_length_1068_cov_2.080727_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A373_length_1245_cov_4.123288_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Escherichia phage vB_EcoM_IME392
NODE_A373_length_1261_cov_3.954392_BlackFly25	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus cryphonectriae
NODE_A374_length_1030_cov_9.600210_BlackFly21	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A376_length_1139_cov_11.841808_BlackFly52	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Parvoviridae sp.
NODE_A376_length_1853_cov_3.476914_BlackFly3	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Oryctes rhinoceros nudivirus
NODE_A377_length_1138_cov_4.030160_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A377_length_1630_cov_3.848680_BlackFly39	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A378_length_1027_cov_18.238947_BlackFly21	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A378_length_1108_cov_4.085354_BlackFly38	Viruses	unclassified	unclassified	unclassified	Anelloviridae	unclassified	Torque teno midi virus
NODE_A379_length_1657_cov_2.648101_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Noxifervirus	Noxifervirus noxifer
NODE_A37_length_1726_cov_3.627047_BlackFly13	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A37_length_2600_cov_3.904082_BlackFly46	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A37_length_2625_cov_27.382261_BlackFly58	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A37_length_3001_cov_7.738372_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	unclassified
NODE_A37_length_3262_cov_38.429199_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A37_length_3594_cov_69.020756_BlackFly14	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A37_length_3683_cov_5.395452_BlackFly4	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Hortaea werneckii totivirus 1
NODE_A37_length_3772_cov_156.661164_BlackFly44	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A37_length_4071_cov_34.461192_BlackFly20	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A37_length_4097_cov_6.321642_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Noxifervirus	Noxifervirus noxifer
NODE_A37_length_5612_cov_17.725926_BlackFly12	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A37_length_5631_cov_26.437703_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A3803_length_1187_cov_3.825225_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A380_length_1848_cov_210.853190_BlackFly3	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 1
NODE_A381_length_1104_cov_7.576436_BlackFly18	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A382_length_1047_cov_2.052577_BlackFly42	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	unclassified	Novo Mesto picornavirus 1
NODE_A382_length_1491_cov_10.817539_BlackFly16	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	unclassified	unclassified	Cercospora beticola negative-stranded virus 4-3
NODE_A382_length_1660_cov_23.781428_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A384_length_1465_cov_5.436599_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A385_length_1474_cov_15.574803_BlackFly16	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A386_length_1474_cov_14.945598_BlackFly16	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Fusarium graminearum dsRNA mycovirus 5
NODE_A386_length_1483_cov_452.756046_BlackFly12	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A387_length_1076_cov_7.400400_BlackFly6	Viruses	Lenarviricota	Leviviricetes	Norzivirales	Fiersviridae	unclassified	Leviviridae sp.
NODE_A387_length_1122_cov_3.911962_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A387_length_1726_cov_5.720437_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A389_length_1015_cov_2.418977_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A38_length_1922_cov_43.859621_BlackFly11	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bloomfield virus
NODE_A38_length_2263_cov_13.196249_BlackFly25	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 2
NODE_A38_length_2624_cov_8.990185_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A38_length_3500_cov_124.680689_BlackFly14	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A38_length_3753_cov_88.126224_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus macrophominae
NODE_A38_length_3879_cov_8.441084_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A38_length_4017_cov_4.228934_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A38_length_5581_cov_1732.139353_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Penicillium digitatum totivirus 2
NODE_A38_length_6591_cov_431.321615_BlackFly3	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A390_length_1095_cov_16.807466_BlackFly38	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus fumigatus partitivirus 1
NODE_A391_length_1114_cov_4.778206_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A392_length_1010_cov_2.769561_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A392_length_1068_cov_2.611504_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A392_length_1624_cov_5.668390_BlackFly28	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A392_length_1794_cov_4.954572_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus alternariae
NODE_A393_length_1067_cov_3.987879_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A393_length_2058_cov_4.304897_BlackFly49	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A394_length_1111_cov_2.663443_BlackFly52	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Densovirinae sp.
NODE_A395_length_1608_cov_8.525147_BlackFly39	Viruses	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Umbravirus	Phoma matteucciicola RNA virus 2
NODE_A396_length_1005_cov_5.731681_BlackFly_NC_Ludovica_1	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Prokaryotic dsDNA virus sp.
NODE_A396_length_1432_cov_6.985978_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Daemvirus	Daemvirus acibel007
NODE_A396_length_1766_cov_19.216104_BlackFly14	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 2
NODE_A3974_length_1051_cov_3.455852_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A397_length_1428_cov_3.108068_BlackFly16	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Parvoviridae sp.
NODE_A397_length_1791_cov_4.837806_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	unclassified	Army ant associated picorna-like virus 1
NODE_A398_length_1447_cov_5.272993_BlackFly12	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A398_length_1817_cov_7.018391_BlackFly3	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	unclassified	unclassified	Bercke-Baary Melophagus reo-like virus
NODE_A399_length_1129_cov_2.275665_BlackFly15	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A39_length_1890_cov_14.421953_BlackFly47	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
